date,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
1995-10-01,180.35,152.41,163.18,159.89,203.57,193.53,224.65,232.13,172.35,184.92,263.01,177.54,207.09,175.49,155.83,146.83,182.3,132.75,231.49,215.11,294.74,188.47,171.93,153.94,172.17,181.43,164.06,174.49,194.19,237.84,186.02,282.98,195.1,140.81,182.0,122.3,203.9,213.05,243.44,189.58,170.24,180.33,135.01,200.14,221.75,199.85,219.31,132.4,186.48,130.92
1996-01-01,183.64,155.11,165.84,162.52,203.52,196.0,227.67,234.66,174.16,187.17,257.65,180.09,209.32,177.7,157.91,147.42,184.6,134.73,236.93,217.51,298.38,191.13,174.24,155.01,173.82,184.49,166.0,176.46,194.99,240.97,187.22,287.69,197.44,144.15,184.63,123.79,207.88,215.69,245.98,192.29,173.09,183.17,136.37,204.75,225.59,202.13,221.33,134.28,187.97,132.37
1996-04-01,183.58,157.37,166.15,162.68,200.9,198.68,224.77,232.74,173.26,188.12,252.34,178.64,210.0,179.4,159.29,150.25,186.19,136.46,233.97,215.28,298.79,196.44,175.47,155.64,176.16,185.96,169.48,175.93,194.48,239.04,186.96,285.9,199.26,142.83,186.34,124.77,210.92,213.28,241.07,193.25,172.38,184.92,136.14,207.12,222.32,201.68,221.54,134.68,189.77,133.23
1996-07-01,183.99,158.31,167.78,162.51,200.52,200.97,221.52,233.24,173.62,189.86,244.63,179.06,211.03,180.8,160.68,151.8,188.13,137.21,233.41,213.38,300.09,200.95,177.19,158.74,177.49,188.3,172.01,175.87,196.85,238.57,186.41,283.98,201.65,145.31,187.68,125.67,214.36,212.47,237.44,194.59,174.91,187.08,136.5,210.67,220.99,200.73,222.77,135.18,191.95,134.41
1996-10-01,186.11,160.09,169.37,164.36,201.58,203.65,222.95,235.58,174.53,191.33,240.03,180.54,213.03,183.09,161.75,153.13,189.93,139.23,237.29,216.03,303.91,203.62,179.17,159.72,179.56,189.47,172.98,177.71,197.97,238.43,187.54,283.77,203.25,145.19,189.56,126.32,217.97,213.87,239.22,197.53,173.95,188.73,136.92,214.45,221.2,202.41,224.71,135.38,194.17,134.42
1997-01-01,188.05,160.05,170.93,165.8,202.53,205.92,224.18,235.42,176.73,193.55,236.65,182.34,214.48,184.44,163.36,153.57,192.94,140.59,236.05,216.75,306.64,207.13,181.28,160.36,181.16,189.71,174.46,178.87,199.44,240.27,188.78,283.7,205.86,145.7,192.07,126.91,221.61,215.29,240.82,198.82,176.53,191.11,137.64,217.99,225.5,203.79,226.24,136.45,196.35,135.46
1997-04-01,189.48,161.18,172.07,167.44,204.57,208.83,225.26,235.73,176.61,195.8,231.37,182.71,215.99,186.42,165.16,156.11,194.0,141.6,238.07,215.76,311.24,211.57,183.23,161.41,182.82,190.58,177.97,178.86,202.18,241.13,189.83,287.21,208.36,146.27,193.57,127.74,224.05,215.15,239.18,201.07,179.86,192.83,138.7,219.19,222.46,204.26,229.11,138.79,198.03,137.0
1997-07-01,192.32,162.47,175.13,168.13,208.67,212.06,227.88,237.71,179.03,199.17,232.17,185.7,218.21,189.09,167.59,157.86,196.25,143.6,241.35,217.61,315.72,215.31,186.62,163.71,185.15,193.21,180.04,181.74,204.55,243.97,190.79,289.66,211.36,148.52,196.26,129.45,228.7,217.27,244.01,204.52,181.6,195.26,140.03,223.56,225.33,206.54,233.93,139.36,200.71,138.11
1997-10-01,194.86,164.37,177.88,170.3,212.24,215.35,230.08,239.74,182.08,201.96,229.54,187.94,220.23,191.48,169.08,159.8,198.71,145.91,244.9,220.14,320.59,218.33,189.32,166.18,186.91,196.64,182.46,182.86,207.65,246.37,193.02,292.59,214.5,150.68,198.67,131.27,231.58,219.51,247.07,207.29,184.13,197.97,141.67,227.44,225.28,208.6,236.98,141.31,202.74,140.26
1998-01-01,198.08,164.21,180.2,172.23,216.87,218.39,235.61,243.43,185.7,205.52,231.21,189.92,222.1,193.29,171.25,161.65,200.47,147.91,248.5,222.93,324.86,220.81,192.48,168.07,188.55,198.01,184.17,185.0,210.63,250.83,194.21,299.1,217.17,153.29,201.04,133.05,235.04,223.02,251.07,210.36,186.78,201.51,143.88,230.11,228.94,210.42,241.49,144.24,204.03,142.32
1998-04-01,199.73,166.96,181.74,172.16,221.51,220.98,235.73,244.21,185.55,207.41,231.21,190.6,223.01,194.98,173.41,163.25,202.82,149.25,250.39,222.79,331.72,225.01,193.81,170.88,190.44,197.78,185.27,185.37,214.7,251.75,193.84,301.38,218.69,154.66,202.91,134.18,236.29,223.44,249.86,212.67,187.58,203.03,144.87,232.3,228.95,211.35,245.02,144.58,206.41,142.08
1998-07-01,201.84,168.42,184.19,174.92,227.29,225.12,239.18,245.38,187.88,211.21,233.0,191.61,225.14,197.24,175.29,166.01,205.27,151.77,253.3,224.08,339.98,228.73,197.83,172.39,192.61,199.45,188.05,186.16,218.59,254.36,195.51,303.76,221.93,156.58,205.41,135.64,238.75,224.35,252.29,215.74,189.05,205.58,147.23,234.48,229.48,212.84,249.54,146.45,208.8,142.81
1998-10-01,204.3,168.25,186.52,177.0,231.65,227.86,242.32,246.66,190.75,214.4,231.82,192.94,226.83,198.95,177.49,167.86,207.97,153.19,257.05,226.26,344.96,230.84,200.18,174.17,194.3,201.57,190.29,187.34,222.36,256.25,197.52,307.76,224.15,157.31,207.62,137.88,240.98,227.33,255.19,218.63,188.85,207.9,148.81,236.81,232.67,214.86,252.46,147.89,209.57,143.22
1999-01-01,204.98,170.26,188.48,177.75,235.22,232.14,245.57,250.7,191.91,217.3,230.52,194.85,228.88,200.8,179.07,169.55,209.79,154.56,259.57,228.58,351.93,234.53,203.43,176.43,196.85,201.42,191.67,187.76,225.64,259.35,197.8,310.08,226.09,157.51,209.8,138.61,242.11,228.82,257.16,221.68,191.85,209.86,150.17,238.11,235.18,216.93,254.87,148.62,213.28,144.0
1999-04-01,205.8,173.78,190.9,177.97,239.24,239.19,248.59,252.43,193.4,220.61,228.84,195.74,231.6,201.86,181.7,172.79,212.18,156.15,265.29,229.48,363.45,239.64,209.52,178.84,199.91,203.63,195.23,187.41,232.12,262.96,197.48,315.96,228.48,158.05,211.61,139.87,243.59,229.4,259.58,224.75,194.29,210.43,153.1,237.08,236.87,219.54,259.32,148.54,216.7,146.43
1999-07-01,206.19,173.4,193.66,178.67,244.7,247.04,253.27,256.19,195.76,224.55,224.53,194.23,234.93,202.92,182.84,174.73,213.97,157.31,271.11,231.47,378.49,244.46,216.13,179.69,202.17,205.92,196.02,188.7,239.48,269.51,197.01,324.81,229.81,158.56,212.3,141.91,244.3,230.44,265.09,227.01,195.16,211.62,155.6,234.37,241.98,223.25,262.29,148.62,219.57,147.88
1999-10-01,207.74,173.52,195.48,179.18,249.92,251.27,256.42,257.69,198.12,227.18,224.68,193.87,237.32,203.97,183.96,175.81,215.79,157.71,273.41,234.03,387.39,247.44,219.01,179.4,204.16,205.75,197.37,188.79,244.01,272.33,197.92,330.95,230.9,157.08,213.63,142.04,245.14,231.51,269.66,228.92,196.29,212.5,157.53,235.38,244.37,226.26,264.36,147.59,220.85,147.87
2000-01-01,208.52,173.38,199.93,180.15,260.77,260.88,261.29,261.97,202.07,230.19,230.2,196.69,241.98,205.54,185.9,179.26,219.01,160.15,279.24,238.53,403.85,253.12,225.22,181.3,208.11,208.49,198.56,190.56,253.5,279.42,198.32,335.71,233.01,158.91,215.88,143.47,247.73,233.76,278.18,231.24,197.44,214.39,159.85,236.53,250.43,230.04,269.0,149.13,227.61,150.08
2000-04-01,210.27,175.52,202.23,181.91,267.81,267.2,268.34,266.54,205.65,233.91,230.5,196.57,246.14,207.29,188.4,180.73,220.97,160.73,286.99,241.12,416.77,256.64,231.87,182.64,210.62,210.3,201.34,192.98,262.25,286.2,198.97,345.84,235.92,159.98,218.49,145.12,249.33,237.18,286.79,234.15,201.23,215.53,162.5,236.5,254.52,234.73,271.73,150.0,228.81,151.6
2000-07-01,211.92,176.64,204.9,182.97,276.77,274.26,274.15,271.65,209.97,237.71,233.7,198.19,250.17,210.12,190.9,183.28,222.81,162.61,293.43,245.57,432.04,261.2,237.62,185.37,214.01,213.33,203.18,194.75,271.86,294.6,200.19,355.95,238.98,161.62,221.1,147.47,251.68,239.68,295.76,236.98,204.77,217.73,164.92,239.0,259.57,238.89,275.42,151.47,232.16,152.92
2000-10-01,214.65,177.18,208.02,185.45,285.32,280.43,277.89,275.19,214.4,241.59,239.46,200.49,253.03,212.02,192.31,185.1,225.66,164.02,299.36,249.38,442.43,264.95,242.26,186.74,216.62,216.47,204.67,197.58,279.41,299.06,201.39,361.45,241.55,163.05,223.99,148.5,254.41,242.48,301.32,240.16,204.92,219.76,166.87,242.42,264.49,242.97,278.91,152.78,235.0,156.35
2001-01-01,220.91,180.33,212.73,190.03,296.33,288.31,284.75,281.06,220.56,248.38,246.95,205.51,256.33,216.5,196.39,188.76,230.03,168.22,308.0,255.1,454.35,269.09,248.65,191.49,220.28,220.73,207.3,201.96,285.69,305.83,206.12,369.51,246.83,167.1,228.25,151.9,261.35,248.75,307.27,246.4,209.33,225.13,171.58,247.81,268.9,249.0,285.71,157.11,238.54,157.51
2001-04-01,221.84,184.03,216.0,191.17,305.37,294.17,290.85,285.84,226.12,251.45,250.89,207.76,260.78,218.28,198.49,191.0,232.14,169.97,313.74,260.05,468.12,272.59,255.35,192.7,223.57,223.32,209.56,204.57,295.44,314.49,207.74,377.71,249.0,168.26,230.63,153.43,263.79,252.76,317.91,249.22,212.38,226.32,173.84,248.36,274.26,254.76,289.56,158.77,241.79,160.55
2001-07-01,223.42,186.6,219.15,193.17,311.81,299.62,298.02,291.41,231.33,254.65,255.28,208.98,265.6,219.78,199.88,193.16,234.03,171.54,323.07,266.95,483.82,276.19,263.08,194.59,226.87,225.32,211.39,208.36,305.8,323.6,209.01,388.1,250.95,169.63,232.78,155.09,266.19,256.07,330.08,251.12,214.29,227.74,175.14,248.53,280.75,260.44,292.49,159.53,244.98,162.99
2001-10-01,225.97,186.97,221.33,195.1,316.19,302.12,303.21,295.4,236.89,258.0,259.05,211.31,268.08,221.77,202.3,194.89,235.9,173.16,328.11,271.24,493.63,278.48,266.61,196.23,229.14,226.98,213.06,211.02,311.2,330.01,210.55,394.91,253.29,171.02,234.69,156.82,268.5,259.35,337.06,253.98,215.23,230.46,177.13,251.15,284.2,264.07,294.47,161.05,246.84,164.96
2002-01-01,226.35,189.92,224.31,195.87,324.64,305.65,309.69,300.59,241.66,260.21,263.18,211.76,272.71,223.41,204.07,197.46,237.77,174.12,335.32,278.05,507.99,281.92,272.15,196.9,232.85,231.83,214.77,214.06,319.73,339.56,211.61,404.64,254.83,172.94,236.69,157.6,271.91,263.37,350.09,255.5,218.2,231.51,177.62,250.74,289.95,269.28,298.07,161.84,250.91,168.14
2002-04-01,227.55,195.23,227.29,196.74,335.66,309.01,318.57,308.4,249.0,262.14,269.09,212.89,277.54,224.07,205.08,199.39,239.38,175.56,345.84,287.18,526.66,285.04,279.38,196.28,235.94,234.02,216.11,217.56,331.06,352.2,214.51,417.47,255.94,174.52,238.29,159.16,273.76,267.97,367.36,256.96,221.14,231.95,179.15,250.23,296.48,276.83,301.66,163.61,254.36,170.43
2002-07-01,230.91,196.66,231.18,199.95,348.29,313.41,327.24,316.14,256.05,266.47,277.29,216.03,281.11,226.5,207.64,201.35,241.92,178.57,355.75,296.1,542.07,287.66,285.47,199.79,238.86,238.34,218.16,222.31,341.28,363.92,217.8,430.07,259.45,178.37,240.65,161.35,278.47,273.5,381.22,260.96,223.76,235.33,181.91,253.37,301.66,283.86,305.37,165.11,257.04,173.54
2002-10-01,233.58,196.15,233.9,202.4,358.46,315.38,334.11,321.23,261.87,269.54,280.84,218.21,284.3,227.53,209.4,202.94,244.19,181.23,362.14,302.15,554.34,289.49,289.86,201.81,241.77,240.78,219.62,224.78,349.0,372.32,219.7,439.32,261.2,180.29,242.23,163.27,280.71,278.23,393.27,263.22,225.09,237.39,183.83,254.68,304.35,287.76,307.96,167.48,258.89,175.3
2003-01-01,235.93,197.46,236.65,203.97,366.73,316.25,338.31,325.92,267.43,271.67,288.88,220.26,287.27,229.35,210.73,204.5,246.2,183.2,368.93,307.95,565.29,291.69,293.85,203.12,243.88,243.33,220.78,228.84,354.43,379.2,222.42,449.18,263.35,181.52,244.0,164.3,283.63,281.4,404.81,264.71,227.09,238.99,184.73,255.35,307.77,292.14,310.48,168.01,261.57,177.23
2003-04-01,238.05,200.55,239.13,205.24,373.58,317.63,343.91,332.93,273.89,273.45,295.73,222.14,290.18,230.48,212.34,205.94,248.15,185.05,374.14,314.6,574.4,293.95,297.27,204.71,245.59,248.31,222.03,233.35,359.89,385.84,224.97,460.02,265.11,184.24,245.77,166.43,286.25,285.05,414.48,267.34,228.32,241.0,185.91,256.27,312.88,296.88,313.15,169.69,263.9,181.31
2003-07-01,239.7,205.05,242.82,207.78,386.22,319.04,352.11,340.57,280.48,275.12,304.32,223.93,294.28,232.08,214.94,207.43,250.23,186.75,385.03,324.13,585.19,296.54,304.19,205.74,248.61,253.88,224.42,240.07,369.29,397.54,227.68,467.08,266.41,186.76,247.79,167.53,290.32,290.96,431.78,268.89,232.51,242.58,186.5,256.95,321.06,303.98,317.02,171.91,267.87,183.75
2003-10-01,241.22,213.08,251.04,210.79,410.96,322.74,364.96,353.23,293.51,278.67,321.5,227.15,303.47,234.11,218.32,210.69,253.84,189.87,399.47,341.69,610.29,300.88,315.12,207.33,254.32,260.61,228.05,254.41,383.82,417.71,232.6,489.07,268.83,190.43,251.18,169.17,297.68,299.6,459.82,271.48,237.32,245.24,187.61,257.15,337.51,316.34,325.07,173.46,276.63,187.13
2004-01-01,243.5,214.48,255.38,213.48,424.16,325.17,371.33,364.59,302.43,282.48,336.81,229.75,306.73,235.45,219.92,212.72,256.89,192.01,408.42,351.18,620.49,302.88,318.91,209.3,257.3,264.96,229.24,267.84,389.44,426.33,235.12,499.41,271.88,192.48,252.68,171.08,301.42,304.8,470.81,274.61,237.96,247.18,188.52,259.67,342.23,324.32,330.0,176.25,278.79,190.96
2004-04-01,245.04,219.55,264.45,217.09,450.74,327.65,383.37,372.68,316.66,284.36,355.91,235.7,313.75,236.26,222.29,214.93,259.13,194.96,420.33,367.62,635.07,304.96,325.22,211.48,260.63,271.48,232.49,292.15,399.91,439.79,240.39,514.1,274.38,195.67,254.25,172.67,310.44,312.84,492.18,276.92,242.29,249.99,190.41,262.06,352.04,336.82,339.84,179.73,284.43,196.02
2004-07-01,249.51,230.89,280.06,220.6,496.53,332.22,402.81,395.02,336.41,288.3,389.96,243.64,324.1,238.89,225.36,217.12,262.27,198.2,440.22,394.66,665.65,309.13,336.16,214.34,266.64,281.08,237.15,329.34,417.65,469.29,246.46,539.28,277.25,201.44,257.12,173.94,324.24,325.74,527.08,282.26,247.08,253.61,191.96,265.47,374.93,358.29,354.03,183.0,294.96,203.18
2004-10-01,253.3,233.32,291.47,224.53,515.57,335.44,410.61,407.08,351.74,292.79,404.3,250.11,328.71,241.5,227.9,219.76,267.23,200.91,449.53,408.12,676.74,312.56,341.07,217.37,270.28,287.25,239.04,341.72,425.74,481.24,251.44,552.8,281.94,205.69,259.85,176.95,331.76,332.99,540.21,287.38,250.48,256.66,194.14,270.5,382.53,370.67,362.21,186.29,298.38,207.18
2005-01-01,256.67,239.21,309.05,227.68,538.0,339.02,421.1,418.44,370.66,296.57,423.49,256.09,335.51,243.15,230.43,221.99,269.13,203.1,462.61,426.38,691.23,315.14,347.71,218.67,274.84,294.66,240.7,355.72,436.93,495.58,256.6,567.47,286.41,206.97,262.16,178.03,341.79,340.02,551.22,292.48,254.24,260.23,195.15,275.51,393.79,385.49,373.88,190.26,303.87,211.63
2005-04-01,262.75,248.19,341.0,232.87,569.44,343.78,435.32,436.16,398.13,300.58,448.02,267.45,343.33,245.25,233.23,224.99,272.81,207.34,473.0,452.08,707.51,316.93,354.83,222.94,278.88,306.64,244.19,374.46,447.38,517.18,267.98,586.35,290.29,213.4,264.24,181.07,359.99,351.63,573.79,297.56,260.18,265.86,198.28,284.26,407.16,407.35,393.74,196.02,309.3,217.84
2005-07-01,268.22,256.97,369.84,238.01,597.71,349.23,447.11,455.66,425.77,305.55,476.31,283.5,350.48,248.92,236.99,227.77,277.3,211.3,484.92,475.53,718.64,319.51,361.27,227.59,283.87,315.58,247.65,387.55,457.98,536.95,278.21,605.5,296.83,218.18,266.74,184.47,379.99,363.12,586.64,304.99,264.01,271.18,201.47,294.69,421.87,426.79,411.13,203.14,315.27,226.08
2005-10-01,273.66,264.88,395.58,241.2,624.33,352.43,456.22,465.44,448.25,309.54,502.49,296.46,356.82,249.49,238.78,228.87,278.68,218.32,492.7,494.72,723.61,318.75,365.29,232.61,286.99,326.03,246.81,402.14,463.26,553.21,286.61,619.2,303.11,220.9,267.13,186.57,396.64,370.66,595.52,311.69,268.23,275.58,203.82,304.59,430.45,438.81,428.4,205.96,318.33,232.39
2006-01-01,279.09,268.98,410.15,244.87,637.22,353.57,462.27,474.86,465.64,312.66,521.58,307.05,361.51,249.49,238.86,230.03,281.32,225.03,497.32,508.33,724.2,317.47,367.15,236.46,289.76,332.58,246.96,411.17,466.86,563.82,294.91,630.21,308.01,222.12,267.15,187.9,410.97,377.34,601.0,316.15,268.29,280.08,206.18,314.93,436.68,448.7,443.63,209.92,320.68,238.66
2006-04-01,283.73,275.62,419.12,248.34,642.96,355.44,464.45,483.82,475.58,314.57,525.61,318.63,364.36,249.01,240.22,232.01,282.25,230.82,494.59,518.74,715.36,312.26,365.09,243.38,290.22,342.67,249.42,411.73,464.18,570.25,305.58,632.1,312.4,228.53,266.06,190.35,427.49,381.49,601.18,321.21,272.49,285.49,209.44,328.24,446.53,457.09,459.07,207.91,320.39,246.23
2006-07-01,288.4,280.92,422.69,250.89,645.12,356.91,464.92,488.36,479.13,317.11,535.49,327.34,367.09,250.47,241.62,234.01,283.43,235.67,497.84,525.73,709.88,309.88,365.41,248.05,292.88,351.74,250.44,413.19,462.2,573.75,313.24,631.42,317.63,231.37,265.45,191.73,438.68,385.85,599.28,326.01,277.11,289.01,212.55,342.67,447.97,459.96,472.54,210.79,321.9,254.3
2006-10-01,293.81,282.6,426.21,253.1,641.3,360.19,467.42,497.28,482.55,323.05,533.55,335.5,371.21,253.05,243.59,236.21,286.54,239.5,505.06,532.67,711.88,311.41,369.48,252.56,296.35,358.05,250.76,412.03,465.21,576.59,320.37,639.53,323.48,231.45,266.54,194.55,447.03,390.36,599.2,334.36,278.17,294.5,215.43,355.84,455.14,466.37,482.71,213.4,325.79,260.65
2007-01-01,295.83,286.34,424.41,255.34,632.61,361.13,470.71,497.64,479.38,325.75,540.91,340.41,373.49,253.85,244.43,237.6,289.0,241.98,508.52,534.27,706.51,308.99,371.48,256.4,297.78,364.86,251.67,409.44,463.7,577.39,325.38,642.78,328.64,236.56,266.68,196.96,452.06,393.91,598.91,336.41,281.04,297.28,218.24,366.64,458.27,468.45,491.41,214.18,327.1,266.84
2007-04-01,299.99,289.33,420.88,256.96,621.87,362.01,466.94,501.3,473.26,326.75,541.93,340.85,372.27,254.62,246.49,240.18,289.8,244.44,505.0,535.29,696.17,303.32,367.32,256.35,298.22,369.78,253.51,400.59,460.81,573.69,327.94,640.58,331.77,239.25,265.06,197.73,457.17,395.48,587.76,338.66,283.74,300.87,221.92,375.57,457.91,469.61,496.88,214.24,326.58,274.09
2007-07-01,300.6,288.13,411.38,256.49,598.63,359.54,463.21,496.45,456.22,324.75,539.31,341.43,369.2,253.55,246.42,239.48,289.33,245.58,502.07,527.47,682.6,293.7,359.54,256.46,296.56,373.37,252.32,387.4,453.21,566.74,328.83,631.35,332.99,241.18,262.17,200.45,454.89,393.69,576.78,338.39,285.67,301.16,222.61,380.09,458.86,463.72,498.13,214.92,324.88,277.75
2007-10-01,302.95,287.68,404.39,257.79,574.33,360.49,462.45,497.09,444.69,326.83,536.72,341.61,370.44,254.04,247.83,239.59,292.41,246.53,508.41,524.51,682.69,292.63,358.45,259.8,297.84,375.75,252.03,376.98,452.78,564.25,329.96,633.36,335.64,241.82,262.12,202.22,456.52,395.43,574.09,342.96,287.93,303.26,224.3,383.05,456.89,462.56,500.92,216.6,326.59,279.03
2008-01-01,304.86,287.5,391.01,257.64,542.16,362.17,461.95,493.71,427.02,327.25,531.28,343.0,368.91,256.0,249.18,241.4,293.76,247.13,510.67,516.48,679.28,291.8,359.96,260.09,298.25,379.34,254.0,356.04,453.05,560.59,331.31,636.83,338.4,246.18,263.33,203.29,453.96,398.18,567.78,345.33,291.22,304.51,225.65,381.99,463.51,460.14,499.48,217.06,327.39,280.32
2008-04-01,303.63,287.85,368.27,256.75,497.38,360.16,451.03,486.78,397.5,322.11,520.45,335.25,361.4,253.98,247.87,239.8,293.57,246.77,502.29,498.58,657.65,279.91,348.88,257.98,294.18,377.62,251.86,327.68,441.25,544.54,326.73,624.79,337.74,246.85,259.33,204.38,445.66,393.22,545.16,343.38,291.63,303.32,226.23,375.86,457.2,447.04,489.63,216.39,322.5,281.66
2008-07-01,301.4,284.4,341.59,253.66,459.71,352.92,436.93,475.75,365.15,313.44,505.67,325.32,349.33,250.04,245.84,236.93,289.16,243.73,491.15,478.36,641.34,268.55,338.46,253.31,289.25,371.52,249.58,294.78,425.81,528.81,319.13,608.38,333.6,246.85,252.87,202.79,431.19,386.44,520.43,337.12,291.27,298.79,225.44,364.41,454.43,434.71,474.98,212.97,316.8,279.61
2008-10-01,302.91,287.09,329.24,254.97,443.81,353.98,433.47,470.13,346.66,312.18,495.95,325.38,348.22,249.68,246.97,237.3,290.92,244.39,487.02,471.03,642.25,265.82,337.31,255.78,289.98,374.77,251.02,279.12,424.41,523.34,318.29,602.69,333.39,249.02,253.41,202.86,424.83,385.81,514.36,338.08,293.35,300.03,225.85,363.54,453.49,431.17,469.92,210.95,317.42,279.73
2009-01-01,305.13,287.6,328.17,257.25,439.69,360.39,436.97,472.56,352.58,318.79,492.78,326.38,346.7,253.52,249.33,240.21,293.4,247.68,491.91,466.46,642.37,271.28,343.26,256.65,292.27,376.69,252.9,277.72,425.79,521.81,321.16,609.92,337.22,250.61,257.99,206.21,422.26,389.72,517.34,342.27,295.83,302.62,228.55,360.68,454.0,432.9,466.26,214.26,318.91,279.56
2009-04-01,301.75,284.76,304.5,253.95,419.59,354.54,422.76,458.52,334.21,309.06,472.09,315.32,336.8,249.49,247.75,238.48,290.53,245.9,480.91,448.27,626.56,260.7,333.29,254.08,287.57,371.66,251.75,257.7,413.56,504.99,312.19,596.71,331.42,250.34,252.14,204.39,405.98,383.9,494.08,337.91,294.64,299.49,226.95,346.91,447.55,422.0,446.27,211.8,314.1,279.2
2009-07-01,294.65,283.52,288.91,249.9,410.39,346.13,411.94,447.27,314.91,296.28,458.76,301.5,326.07,245.09,246.34,236.7,287.13,242.5,469.81,436.97,615.85,248.88,319.85,249.28,280.85,362.75,249.24,240.02,400.1,492.02,306.02,582.28,323.65,249.9,247.08,203.0,391.73,376.48,481.79,327.69,291.22,292.6,224.71,331.86,444.83,412.38,431.33,207.81,307.09,272.13
2009-10-01,293.6,285.12,280.24,248.93,411.66,345.26,410.67,443.54,307.12,291.95,452.2,296.47,322.92,245.07,245.73,236.27,287.1,242.82,464.55,429.38,616.84,244.58,315.49,247.78,279.53,360.15,249.02,232.74,397.89,488.31,303.18,577.23,319.8,252.08,246.66,203.74,384.68,375.17,482.11,324.13,290.25,289.71,224.11,328.17,441.07,409.19,425.66,206.57,306.2,270.06
2010-01-01,289.45,280.79,272.49,245.46,408.67,341.67,405.75,440.08,301.05,286.36,451.65,286.96,317.66,241.66,243.8,234.33,285.09,240.64,461.62,426.12,613.28,239.8,310.74,245.03,277.38,353.57,246.8,223.78,393.84,485.54,302.77,573.31,314.41,252.15,243.9,202.17,377.98,372.82,474.0,319.81,288.3,286.88,222.68,323.12,441.21,403.68,418.14,206.67,302.24,266.25
2010-04-01,285.18,283.18,262.96,246.17,407.48,337.52,401.25,436.14,292.68,280.3,448.61,282.07,313.95,241.92,244.64,234.03,283.9,239.32,456.06,420.9,611.43,236.03,307.88,241.74,275.47,349.7,248.59,216.03,391.34,481.9,297.54,569.89,311.84,251.8,242.05,202.04,372.3,370.8,467.39,314.91,287.91,285.68,222.83,318.44,439.51,401.18,413.41,206.64,300.59,266.79
2010-07-01,288.98,284.7,262.45,247.01,409.55,341.9,405.81,435.68,296.17,282.95,451.08,281.02,317.23,245.01,246.87,236.52,287.91,242.42,461.36,426.16,614.91,240.04,314.83,244.65,278.44,354.35,250.77,216.98,395.78,485.13,299.19,577.89,313.93,254.1,245.29,204.04,372.49,375.15,474.45,319.14,292.28,289.62,224.19,321.13,440.5,405.24,413.21,207.59,303.69,266.88
2010-10-01,286.59,285.43,255.6,245.65,404.97,340.28,406.45,432.15,290.76,279.15,451.45,274.19,315.08,244.45,246.84,236.42,287.46,241.8,462.16,422.07,614.63,239.47,310.73,242.83,276.62,353.2,249.4,211.27,393.49,484.09,296.52,577.67,312.2,256.86,244.24,203.36,366.79,374.21,473.26,316.57,292.62,287.53,223.2,319.39,441.97,402.96,405.94,209.12,301.75,267.19
2011-01-01,278.94,285.41,241.7,241.8,390.71,331.81,395.94,421.54,276.9,268.92,442.39,259.48,304.31,239.23,244.57,232.78,283.36,238.21,454.72,409.43,605.69,229.77,297.87,237.71,269.69,342.33,247.29,199.63,384.58,472.63,288.56,568.99,305.26,258.42,236.82,199.19,351.56,368.39,461.71,308.2,290.69,280.66,219.95,305.24,438.76,393.56,392.24,204.66,295.07,263.39
2011-04-01,275.16,284.83,229.85,240.41,384.35,326.3,388.72,409.55,268.63,257.42,442.47,250.35,298.21,237.04,243.02,228.95,280.49,237.14,446.86,401.39,598.86,225.94,291.1,237.54,265.44,341.28,246.36,186.44,377.9,463.2,283.03,560.83,299.12,262.15,233.24,199.09,341.5,363.46,446.25,300.81,288.52,277.1,218.88,298.85,433.89,388.88,382.45,201.7,290.21,260.88
2011-07-01,277.58,285.61,231.62,242.23,385.71,329.51,389.89,405.19,271.46,258.96,445.35,254.72,300.33,239.91,245.34,231.77,282.79,237.44,450.64,407.38,601.98,230.52,294.82,240.16,269.28,342.81,248.74,185.33,380.02,461.63,284.26,558.39,300.59,264.8,236.21,198.64,344.44,363.88,447.38,303.39,291.26,280.38,220.68,304.09,434.74,392.0,383.55,204.98,292.87,264.3
2011-10-01,279.65,287.73,236.8,243.52,384.4,332.09,392.91,410.47,273.76,258.48,444.91,259.25,300.23,241.18,246.41,233.72,283.83,240.49,453.63,409.06,602.65,232.28,297.71,241.39,270.5,344.3,250.46,185.41,381.58,461.85,285.46,562.81,301.65,267.1,236.9,201.57,347.56,365.3,450.29,306.47,292.89,281.04,220.88,305.24,440.24,394.83,383.8,206.03,293.94,264.15
2012-01-01,276.84,285.54,235.44,242.99,380.01,330.37,386.41,407.37,268.25,251.79,446.84,257.13,296.46,238.84,246.37,231.96,283.55,239.25,448.59,403.05,598.85,227.75,292.1,238.94,268.08,345.85,250.11,183.32,376.14,455.51,280.73,558.44,297.52,269.13,234.04,201.49,341.36,362.19,443.53,301.48,292.98,278.56,220.69,304.57,438.42,390.45,377.6,203.93,291.16,264.43
