"STATION","NAME","DATE","CDSD","EMNT","EMXT","HDSD","TAVG","TMAX","TMIN"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1947-10",,"22","82",,"55.7","71.7","39.8"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1947-11",,"9","57",,"35.4","43.0","27.9"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1947-12",,"3","55",,"28.3","36.7","19.9"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1948-01","0","-20","46",,"17.1","26.0","8.1"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1948-02","0","-20","65",,"25.5","37.8","13.3"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1948-03","0","-6","74",,"37.5","50.2","24.7"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1948-04","6","19","81",,"49.5","61.1","37.9"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1948-05","18","30","84",,"55.8","67.9","43.6"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1948-06","94","32","89",,"64.7","77.5","51.8"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1948-07","229","46","88","26","68.5","80.9","56.1"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1948-08","320","42","95","80","66.2","79.5","52.9"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1948-09","359","32","86","245","60.8","74.1","47.5"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1948-10","359","24","73","785","47.6","58.6","36.5"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1948-11","359","23","73","1438","43.2","52.9","33.6"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1948-12","359","0","53","2506","30.6","38.2","22.9"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1949-01","0","2","59","3491","33.2","40.3","26.1"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1949-02","0","-6","62","4392","32.8","43.7","22.0"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1949-03","0","2","73","5226","36.1","46.9","25.4"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1949-04","0","20","77","5845","44.4","56.9","31.8"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1949-05","22","28","89","6094","57.7","71.7","43.6"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1949-06","175","33","91","6143","68.4","81.4","55.5"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1949-07","400","47","93","0","72.3","83.6","60.9"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1949-08","527","38","92","29","68.2","81.5","54.8"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1949-09","535","32","80","309","55.9","67.9","44.0"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1949-10","543","21","84","678","53.3","67.7","39.0"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1949-11","543","14","69","1478","38.3","46.3","30.4"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1949-12","543","2","65","2516","31.5","40.2","22.9"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1950-01","0","11","72","3346","36.3","46.1","26.5"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1950-02","0","3","47","4320","27.5","35.7","19.3"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1950-03","0","-4","68","5419","29.5","38.8","20.2"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1950-04","0","12","76","6144","40.8","52.0","29.7"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1950-05","9","25","86","6398","57.1","71.1","43.1"
"USC00367217","PUNXSUTAWNEY, PA US","1913-07",,"42","98","20","69.3","84.5","54.1"
"USC00367217","PUNXSUTAWNEY, PA US","1913-08",,"40",,,,,"50.5"
"USC00367217","PUNXSUTAWNEY, PA US","1913-09",,"26","94",,"59.8","77.8","41.9"
"USC00367217","PUNXSUTAWNEY, PA US","1913-10",,"16","87",,"51.8","67.9","35.6"
"USC00367217","PUNXSUTAWNEY, PA US","1913-11",,,"76",,,"51.3",
"USC00367217","PUNXSUTAWNEY, PA US","1913-12",,"2","57",,"31.8","40.5","23.0"
"USC00367217","PUNXSUTAWNEY, PA US","1914-01","0","-19","66",,"29.8","38.1","21.6"
"USC00367217","PUNXSUTAWNEY, PA US","1914-02","0","-18","55",,"20.7","32.1","9.4"
"USC00367217","PUNXSUTAWNEY, PA US","1914-03","0","-4","72",,"33.8","44.3","23.2"
"USC00367217","PUNXSUTAWNEY, PA US","1914-04","0","10","89",,"45.9","59.7","32.2"
"USC00367217","PUNXSUTAWNEY, PA US","1914-05","31","26","90",,"58.4","73.2","43.6"
"USC00367217","PUNXSUTAWNEY, PA US","1914-06","219","32","100",,"69.2","84.2","54.1"
"USC00367217","PUNXSUTAWNEY, PA US","1914-07",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1914-09",,"28","96",,"59.3","76.7","42.0"
"USC00367217","PUNXSUTAWNEY, PA US","1914-10",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1914-11",,"10","73",,"40.2","53.6","26.7"
"USC00367217","PUNXSUTAWNEY, PA US","1914-12",,"-15","61",,"29.5","38.2","20.9"
"USC00367217","PUNXSUTAWNEY, PA US","1915-01","0","-10","54",,"30.2","40.8","19.7"
"USC00367217","PUNXSUTAWNEY, PA US","1915-02","0","6","73",,"35.2","46.8","23.5"
"USC00367217","PUNXSUTAWNEY, PA US","1915-03","0","12","51",,"34.5","45.2","23.8"
"USC00367217","PUNXSUTAWNEY, PA US","1915-04","39","24","98",,"55.3","73.4","37.3"
"USC00367217","PUNXSUTAWNEY, PA US","1915-05","41","27","81",,"54.4","67.9","40.8"
"USC00367217","PUNXSUTAWNEY, PA US","1916-06",,"33","86",,"62.0","75.3","48.8"
"USC00367217","PUNXSUTAWNEY, PA US","1916-07",,"41","93","2","73.0","87.3","58.7"
"USC00367217","PUNXSUTAWNEY, PA US","1916-08",,"40","94","40","68.6","82.7","54.6"
"USC00367217","PUNXSUTAWNEY, PA US","1916-09",,"25",,,,,"44.5"
"USC00367217","PUNXSUTAWNEY, PA US","1916-10",,"21","82",,"48.7","64.4","33.1"
"USC00367217","PUNXSUTAWNEY, PA US","1916-11",,"13","70",,"38.3","49.3","27.3"
"USC00367217","PUNXSUTAWNEY, PA US","1916-12",,"2","62",,"27.6","36.8","18.4"
"USC00367217","PUNXSUTAWNEY, PA US","1917-01","0","-10","54",,"25.5","35.5","15.6"
"USC00367217","PUNXSUTAWNEY, PA US","1917-02","0","-17","56",,"20.6","30.9","10.3"
"USC00367217","PUNXSUTAWNEY, PA US","1917-03","0","-1","72",,"35.1","44.3","26.0"
"USC00367217","PUNXSUTAWNEY, PA US","1917-04","2","19","79",,"45.0","55.6","34.3"
"USC00367217","PUNXSUTAWNEY, PA US","1917-05","7","29","82",,"49.7","60.0","39.5"
"USC00367217","PUNXSUTAWNEY, PA US","1917-06","44","32","85",,"62.7","74.2","51.2"
"USC00367217","PUNXSUTAWNEY, PA US","1917-07","190","45","95","18","69.1","80.5","57.7"
"USC00367217","PUNXSUTAWNEY, PA US","1917-08","306","39","93","52","67.6","81.0","54.2"
"USC00367217","PUNXSUTAWNEY, PA US","1917-09","319","29","85","324","56.4","71.0","41.7"
"USC00367217","PUNXSUTAWNEY, PA US","1917-10","319","22","74","1017","42.7","53.7","31.6"
"USC00367217","PUNXSUTAWNEY, PA US","1917-11","319","5","63","1929","33.9","45.0","22.8"
"USC00367217","PUNXSUTAWNEY, PA US","1917-12","319","-20","46","3432","16.5","25.9","7.1"
"USC00367217","PUNXSUTAWNEY, PA US","1918-01","0","-27","32","5109","10.9","21.4","0.5"
"USC00367217","PUNXSUTAWNEY, PA US","1918-02",,,"57",,,"36.8",
"USC00367217","PUNXSUTAWNEY, PA US","1918-03",,"9","78",,"38.9","53.0","24.9"
"USC00367217","PUNXSUTAWNEY, PA US","1918-04",,"18","73",,"44.7","57.0","32.4"
"USC00367217","PUNXSUTAWNEY, PA US","1918-05",,"27","88",,"63.2","76.6","49.8"
"USC00367217","PUNXSUTAWNEY, PA US","1918-06",,"33","88",,"62.8","75.6","50.0"
"USC00367217","PUNXSUTAWNEY, PA US","1918-07",,"39","94","59","67.2","82.2","52.1"
"USC00367217","PUNXSUTAWNEY, PA US","1918-08",,"43","101","85","71.1","84.3","57.9"
"USC00367217","PUNXSUTAWNEY, PA US","1918-09",,"30","80","409","54.3","66.5","42.1"
"USC00367217","PUNXSUTAWNEY, PA US","1918-10",,"24","76","762","51.8","65.9","37.7"
"USC00367217","PUNXSUTAWNEY, PA US","1918-11",,"18","68","1464","41.0","50.6","31.4"
"USC00367217","PUNXSUTAWNEY, PA US","1918-12",,"12","61","2375","35.6","43.3","27.9"
"USC00367217","PUNXSUTAWNEY, PA US","1919-01","0","0","60","3419","30.3","39.7","20.9"
"USC00367217","PUNXSUTAWNEY, PA US","1919-02","0","1","60","4332","29.8","38.2","21.5"
"USC00367217","PUNXSUTAWNEY, PA US","1919-03","0","14","71","5118","38.8","50.9","26.6"
"USC00367217","PUNXSUTAWNEY, PA US","1919-04","0","18","78","5721","44.9","56.5","33.4"
"USC00367217","PUNXSUTAWNEY, PA US","1919-05","27","27","95","6023","55.9","69.0","42.9"
"USC00367217","PUNXSUTAWNEY, PA US","1919-06","188","38","94","6053","69.4","84.4","54.3"
"USC00367217","PUNXSUTAWNEY, PA US","1919-07","380","44","97","9","70.9","85.5","56.3"
"USC00367217","PUNXSUTAWNEY, PA US","1919-08","452","42","88","76","65.2","77.7","52.7"
"USC00367217","PUNXSUTAWNEY, PA US","1919-09","497","32","88","215","61.8","76.2","47.4"
"USC00367217","PUNXSUTAWNEY, PA US","1919-10","512","29","86","492","55.8","65.7","45.8"
"USC00367217","PUNXSUTAWNEY, PA US","1919-11","512","18","63","1268","38.3","47.2","29.3"
"USC00367217","PUNXSUTAWNEY, PA US","1919-12","512","-10","59","2578","22.8","32.6","12.9"
"USC00367217","PUNXSUTAWNEY, PA US","1920-01","0","-10","53","3810","21.1","31.2","11.1"
"USC00367217","PUNXSUTAWNEY, PA US","1920-02","0","-9","48","5020","23.3","32.2","14.3"
"USC00367217","PUNXSUTAWNEY, PA US","1920-03","0","7","75","5881","37.2","49.7","24.7"
"USC00367217","PUNXSUTAWNEY, PA US","1929-11",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1929-12",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1930-01",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1930-02",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1930-03",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1930-04",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1930-05",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1930-06",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1930-07",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1930-08",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1930-09",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1930-10",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1930-11",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1930-12",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1931-01",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1931-02",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1931-03",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1931-04",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1931-05",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1931-06",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1931-07",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1931-08",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1931-09",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1931-11",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1931-12",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1932-01",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1932-02",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1932-03",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1932-04",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1932-05",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1932-06",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1932-07",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1932-08",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1932-09",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1932-10",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1932-11",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1932-12",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1933-01",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1933-02",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1933-03",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1933-04",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1933-05",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1933-06",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1933-07",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1933-08",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1933-09",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1933-10",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1933-11",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1933-12",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1934-01",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1934-02",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1934-03",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1934-04",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1934-05",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1934-06",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1934-07",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1934-08",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1934-09",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1936-07",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1936-08",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1936-09",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1936-10",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1936-11",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1936-12",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1937-01",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1937-02",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1937-03",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1937-04",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1937-05",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1937-06",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1937-07",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1937-08",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1937-09",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1937-10",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1937-11",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1937-12",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1938-01",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1938-02",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1938-03",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1938-04",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1938-05",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1938-06",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1938-07",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1938-08",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1938-09",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1938-10",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1938-11",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1938-12",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1939-01",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1939-02",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1939-03",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1939-04",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1939-05",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1939-06",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1939-07",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1939-08",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1939-09",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1939-10",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1939-11",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1939-12",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1940-01",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1940-02",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1940-03",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1940-04",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1940-05",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1940-06",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1940-07",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1940-08",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1940-10",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1940-11",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1940-12",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1941-01",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1941-02",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1941-03",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1941-04",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1941-05",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1941-06",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1941-07",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1941-08",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1941-09",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1941-10",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1941-11",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1941-12",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1942-01",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1942-02",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1942-03",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1942-04",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1942-05",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1942-06",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1942-07",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1942-08",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1942-09",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1942-10",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1942-11",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1942-12",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1943-01",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1943-02",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1943-03",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1943-04",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1943-05",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1943-06",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1943-07",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1943-08",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1943-09",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1943-10",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1943-11",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1943-12",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1944-01",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1944-02",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1944-03",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1944-04",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1944-05",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1944-06",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1944-07",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1944-08",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1944-09",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1944-10",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1944-11",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1944-12",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1945-01",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1945-02",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1945-03",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1945-04",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1945-05",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1945-06",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1945-07",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1945-08",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1945-09",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1945-10",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1945-11",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1945-12",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1946-01",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1946-02",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1946-03",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1946-04",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1946-05",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1946-06",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1946-07",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1946-08",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1946-09",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1946-10",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1946-11",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1946-12",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1947-01",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1947-02",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1947-03",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1947-06",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1947-07",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1947-08",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1947-10",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1947-11",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1947-12",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1948-01",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1948-02",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1948-03",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1948-04",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1948-05",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1948-06",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1948-07",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1948-08",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1948-09",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1948-10",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1948-11",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1948-12",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1949-01",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1949-02",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1949-03",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1949-04",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1949-05",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1949-06",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1949-07",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1949-08",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1949-09",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1949-10",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1949-11",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1949-12",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1950-01",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1950-02",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1950-03",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1950-04",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1950-05",,,,,,,
"USC00360099","ALLENS MILLS, PA US","1948-05",,,,,,,
"USC00360099","ALLENS MILLS, PA US","1948-06",,,,,,,
"USC00360099","ALLENS MILLS, PA US","1948-07",,,,,,,
"USC00360099","ALLENS MILLS, PA US","1948-08",,,,,,,
"USC00360099","ALLENS MILLS, PA US","1948-09",,,,,,,
"USC00360099","ALLENS MILLS, PA US","1948-10",,,,,,,
"USC00360099","ALLENS MILLS, PA US","1948-11",,,,,,,
"USC00360099","ALLENS MILLS, PA US","1948-12",,,,,,,
"USC00360099","ALLENS MILLS, PA US","1949-01",,,,,,,
"USC00360099","ALLENS MILLS, PA US","1949-02",,,,,,,
"USC00360099","ALLENS MILLS, PA US","1949-03",,,,,,,
"USC00360099","ALLENS MILLS, PA US","1949-04",,,,,,,
"USC00360099","ALLENS MILLS, PA US","1949-05",,,,,,,
"USC00360099","ALLENS MILLS, PA US","1949-06",,,,,,,
"USC00360099","ALLENS MILLS, PA US","1949-07",,,,,,,
"USC00360099","ALLENS MILLS, PA US","1949-08",,,,,,,
"USC00360099","ALLENS MILLS, PA US","1949-09",,,,,,,
"USC00360099","ALLENS MILLS, PA US","1949-10",,,,,,,
"USC00360099","ALLENS MILLS, PA US","1949-11",,,,,,,
"USC00360099","ALLENS MILLS, PA US","1949-12",,,,,,,
"USC00360099","ALLENS MILLS, PA US","1950-01",,,,,,,
"USC00360099","ALLENS MILLS, PA US","1950-02",,,,,,,
"USC00360099","ALLENS MILLS, PA US","1950-03",,,,,,,
"USC00360099","ALLENS MILLS, PA US","1950-04",,,,,,,
"USC00360099","ALLENS MILLS, PA US","1950-05",,,,,,,
