"STATION","NAME","DATE","CDSD","EMNT","EMXT","HDSD","TAVG","TMAX","TMIN"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1953-12","388","8","61","2526","32.0","39.8","24.2"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1954-01","0","-7","56","3740","25.8","35.1","16.6"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1954-02","0","0","65","4635","33.0","42.2","23.8"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1954-03","0","10","69","5614","33.4","44.0","22.8"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1954-04","6","13","87","6034","51.2","64.6","37.8"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1954-05","18","30","86","6447","52.1","65.8","38.3"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1954-06","106","33","89","6527","65.3","78.3","52.2"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1954-07","211","41","93","42","67.0","81.4","52.8"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1954-08","276","40","88","95","65.4","77.3","53.5"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1954-09","319","33","93","258","61.0","73.6","48.3"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1954-10","351","24","83","686","52.2","62.8","41.7"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1954-11","351","17","68","1480","38.5","47.4","29.6"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1954-12","351","-3","55","2670","26.6","34.2","19.0"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1955-01","0","-11","55","3976","22.9","32.2","13.6"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1955-02","0","-20","54","5007","28.2","38.1","18.2"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1955-03","0","4","71","5890","36.5","48.1","24.9"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1955-04","0","21","77","6308","51.1","63.6","38.5"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1955-05","25","30","85","6536","58.3","72.2","44.3"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1955-06","46","37","85","6667","61.3","73.9","48.6"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1955-07","237","48","91","0","71.8","85.8","57.9"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1955-08","436","45","93","17","70.8","82.6","59.1"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1955-09","483","33","91","188","60.9","74.2","47.6"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1955-10","486","26","80","653","50.1","62.1","38.1"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1955-11","486","5","68","1533","35.7","44.6","26.7"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1955-12","486","-1","62","2752","25.7","34.0","17.4"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1956-01","0","-2","44","3996","24.9","32.2","17.6"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1956-02","0","3","56","5043","28.9","36.7","21.1"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1956-03","0","6","63","6053","32.4","42.4","22.4"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1956-04","2","17","79","6699","43.5","54.7","32.3"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1956-05","23","25","83","7067","53.8","67.0","40.6"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1956-06","104","42","90","7163","64.5","76.3","52.7"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1956-07","188","44","86","43","66.3","76.4","56.2"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1956-08","276","39","88","94","66.2","77.7","54.7"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1956-09","296","27","88","362","56.7","69.1","44.4"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1956-10","296","22","82","759","52.2","65.5","38.9"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1956-11","296","11","75","1541","38.9","49.1","28.7"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1956-12","296","6","60","2471","35.0","41.7","28.3"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1957-01","0","-12","55","3831","21.1","29.3","12.9"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1957-02","0","6","67","4787","30.8","39.4","22.3"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1957-03","0","5","70","5706","35.3","45.2","25.5"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1957-04","21","19","85","6216","48.7","59.0","38.4"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1957-05","38","26","80","6483","56.9","70.2","43.6"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1957-06","149","42","94","6529","67.2","79.3","55.1"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1957-07","272","38","93","42","67.6","80.5","54.7"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1957-08","333","39","91","110","64.8","79.2","50.4"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1957-09","369","25","88","299","59.9","73.4","46.5"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1957-10","369","23","72","854","47.1","59.2","34.9"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1957-11","369","12","65","1630","39.1","48.3","30.0"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1957-12","369","-1","58","2633","32.6","41.1","24.3"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1958-01","0","-9","40","3918","23.5","31.0","16.0"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1958-02","0","-7","49","5224","18.4","26.2","10.5"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1958-03","0","16","56","6219","32.9","39.5","26.2"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1958-04","0","15","83","6751","47.3","60.7","33.8"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1958-05","6","26","81","7107","53.7","67.5","39.8"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1958-06","32","33","85","7304","59.3","71.6","47.0"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1958-07","191","50","89","6","69.9","79.8","60.0"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1958-08","269","40","86","65","65.6","78.4","52.9"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1958-09","296","32","85","262","59.3","70.5","48.1"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1958-10","297","24","78","766","48.8","59.9","37.6"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1958-11","297","1","77","1505","40.4","49.8","31.0"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1958-12","297","-14","47","2925","19.2","28.6","9.7"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1959-01","0","-3","57","4246","22.4","31.7","13.1"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1959-02","0","-4","60","5298","27.4","37.4","17.5"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1959-03","0","10","69","6309","32.4","43.4","21.4"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1959-04","0","21","75","6860","46.7","59.1","34.2"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1959-05","48","28","87","7069","59.8","72.9","46.7"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1959-06","141","37","90","7164","64.9","77.3","52.6"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1959-07","282","45","90","13","69.1","81.3","56.9"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1959-08","479","44","90","21","71.1","82.6","59.6"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1959-09","579","27","91","157","63.8","77.7","49.9"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1959-10","597","23","83","601","51.3","61.1","41.4"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1959-11","597","9","68","1438","37.1","46.1","28.1"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1959-12","597","-2","52","2472","31.6","38.9","24.3"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1960-01","0","-3","55","3610","28.3","35.4","21.2"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1960-02","0","6","58","4701","27.4","34.6","20.2"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1960-03","0","-12","66","6026","22.3","32.6","11.9"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1960-04","15","20","84","6482","50.3","62.8","37.8"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1960-05","25","24","81","6815","54.6","64.8","44.3"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1960-06","66","38","85","6901","63.6","75.7","51.4"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1960-07","134","43","87","58","65.3","78.0","52.6"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1960-08","247","44","85","67","68.4","79.6","57.1"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1960-09","285","38","87","168","62.9","74.0","51.7"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1960-10","285","26","76","638","48.6","61.7","35.5"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1960-11","285","15","66","1385","40.1","50.4","29.8"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1960-12","285","-16","60","2767","20.4","30.4","10.4"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1961-01","0","-15","48","4126","19.4","27.6","11.1"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1961-02","0","-20","66","5132","29.1","38.8","19.3"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1961-03","0","7","71","5998","37.1","46.1","28.0"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1961-04","0","22","72","6651","41.2","50.0","32.4"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1961-05","4","25","82","7058","52.0","63.8","40.3"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1961-06","50","36","86","7163","63.0","75.5","50.5"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1961-07","196","41","89","38","68.5","79.7","57.3"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1961-08","309","43","90","51","68.2","79.3","57.1"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1961-09","441","31","88","180","65.1","78.1","52.1"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1961-10","441","27","79","591","51.7","64.7","38.7"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1961-11","444","18","78","1362","39.4","47.5","31.3"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1961-12","444","4","59","2338","28.5","36.2","20.7"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1962-01","0","-7","55","3587","22.3","32.1","12.5"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1962-02","0","-7","57","4633","26.4","34.9","17.8"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1962-03","0","-1","75","5571","33.4","43.5","23.4"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1962-04","3","17","84","6185","44.7","56.4","32.9"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1962-05","54","28","91","6365","60.9","74.6","47.1"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1962-06","96","42","88","6408","64.9","77.5","52.3"
"USW00014741","BROOKVILLE FAA AIRPORT, PA US","1962-07",,,,,,,
"US1PAJF0004","FALLS CREEK 3.1 NNW, PA US","2014-06",,,,,,,
"US1PAJF0004","FALLS CREEK 3.1 NNW, PA US","2014-07",,,,,,,
"US1PAJF0004","FALLS CREEK 3.1 NNW, PA US","2014-08",,,,,,,
"US1PAJF0004","FALLS CREEK 3.1 NNW, PA US","2014-09",,,,,,,
"US1PAJF0004","FALLS CREEK 3.1 NNW, PA US","2014-10",,,,,,,
"US1PAJF0004","FALLS CREEK 3.1 NNW, PA US","2014-11",,,,,,,
"US1PAJF0004","FALLS CREEK 3.1 NNW, PA US","2014-12",,,,,,,
"US1PAJF0004","FALLS CREEK 3.1 NNW, PA US","2015-01",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2014-05",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2014-06",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2014-07",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2014-08",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2014-09",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2014-10",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2014-11",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2014-12",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2015-01",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2015-02",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2015-03",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2015-04",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2015-05",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2015-06",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2015-07",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2015-08",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2015-09",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2015-10",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2015-11",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2015-12",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2016-01",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2016-02",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2016-03",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2016-04",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2016-05",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2016-06",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2016-07",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2016-08",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2016-09",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2016-10",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2016-11",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2016-12",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2017-01",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2017-02",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2017-03",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2017-04",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2017-05",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2017-06",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2017-07",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2017-08",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2017-09",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2017-10",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2017-11",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2017-12",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2018-01",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2018-02",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2018-03",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2018-04",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2018-05",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2018-06",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2018-07",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2018-08",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2018-09",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2018-10",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2018-11",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2018-12",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2019-01",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2019-02",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2019-03",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2019-04",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2019-05",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2019-06",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2019-07",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2019-08",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2019-09",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2019-10",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2019-11",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2019-12",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2020-01",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2020-02",,,,,,,
"US1PAJF0003","BROOKVILLE 5.3 SSW, PA US","2020-03",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1950-06",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1950-07",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1950-08",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1950-09",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1950-10",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1950-11",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1951-01",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1951-02",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1951-03",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1951-04",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1951-05",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1951-06",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1951-07",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1951-08",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1951-09",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1951-10",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1951-12",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1952-01",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1952-02",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1952-03",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1952-04",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1952-06",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1952-07",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1952-08",,,,,,,
"USC00367217","PUNXSUTAWNEY, PA US","1952-09",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2014-05",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2014-06",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2014-07",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2014-09",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2014-10",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2014-11",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2014-12",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2015-01",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2015-02",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2015-03",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2015-04",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2015-05",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2015-07",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2015-09",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2015-10",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2015-11",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2015-12",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2016-01",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2016-02",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2016-03",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2016-04",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2016-05",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2016-06",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2016-07",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2016-08",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2016-09",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2016-10",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2016-11",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2016-12",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2017-01",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2017-02",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2017-03",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2017-04",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2017-05",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2017-06",,,,,,,
"US1PAJF0002","TIMBLIN 0.1 S, PA US","2017-07",,,,,,,
